time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid
2016-12-13T17:08:12Z,50.325751,3.516267,,22.498,,,0,network,,,,,,
2016-12-13T17:08:16Z,50.325175,3.516326,105.3385646390486,24.0,74.73579,3.3439229,0,gps,3.2,3.4,4.7,47.3,,
2016-12-13T17:08:18Z,50.325292,3.516515,108.08798255304787,32.0,88.76335,5.3077903,10,gps,1.4,2.1,2.5,47.3,,
2016-12-13T17:08:20Z,50.325334,3.516670,111.11789952340729,16.0,138.08958,5.397495,10,gps,1.4,2.0,2.4,47.3,,
2016-12-13T17:08:22Z,50.325227,3.516694,113.99680178510954,8.0,,4.2428746,12,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:08:23Z,50.325127,3.516717,112.1980380587697,8.0,125.163216,5.2236557,14,gps,0.9,1.0,1.3,47.3,,
2016-12-13T17:08:25Z,50.325103,3.516846,112.62706877527687,8.0,31.435621,3.6603255,15,gps,0.8,1.2,1.5,47.3,,
2016-12-13T17:08:27Z,50.325226,3.516955,113.5483918133625,8.0,21.0707,7.168229,15,gps,1.2,2.1,2.4,47.3,,
2016-12-13T17:08:29Z,50.325436,3.517097,112.48535467541173,6.0,19.478237,9.86856,14,gps,0.9,1.3,1.6,47.3,,
2016-12-13T17:08:31Z,50.325657,3.517220,112.51642804887187,6.0,18.00294,11.399445,14,gps,0.6,1.6,1.9,47.3,,
2016-12-13T17:08:33Z,50.325877,3.517335,113.3421800831573,6.0,15.07408,12.220472,14,gps,1.1,1.6,1.9,47.3,,
2016-12-13T17:08:35Z,50.326115,3.517412,112.94081666685759,4.0,6.207558,13.0592575,14,gps,0.9,1.3,1.6,47.3,,
2016-12-13T17:08:37Z,50.326352,3.517470,112.50281247102893,4.0,12.092921,12.494631,14,gps,0.9,1.3,1.5,47.3,,
2016-12-13T17:08:39Z,50.326557,3.517545,112.79370714056033,4.0,5.2523518,11.47928,14,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:08:41Z,50.326753,3.517557,113.39877306897252,4.0,359.28265,10.934283,14,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:08:43Z,50.326915,3.517536,113.55728733538791,4.0,347.72113,8.822726,14,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:08:45Z,50.327042,3.517479,112.79280976001199,4.0,348.2228,7.230799,14,gps,0.9,1.3,1.6,47.3,,
2016-12-13T17:08:47Z,50.327171,3.517418,111.79256493448457,6.0,339.6161,7.3165083,15,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:08:49Z,50.327320,3.517331,111.12874125119181,6.0,340.19458,8.053223,15,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:08:51Z,50.327487,3.517240,110.83336289110282,6.0,335.4367,8.496646,16,gps,0.9,1.1,1.4,47.3,,
2016-12-13T17:08:53Z,50.327625,3.517098,110.59618977722096,6.0,306.8585,7.683414,16,gps,1.1,1.4,1.8,47.3,,
2016-12-13T17:08:55Z,50.327697,3.516920,110.79492866378217,6.0,306.68192,7.356091,17,gps,0.9,1.3,1.6,47.3,,
2016-12-13T17:08:57Z,50.327791,3.516777,111.3356248644277,6.0,324.58575,7.18921,17,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:08:59Z,50.327908,3.516663,111.80482485533854,6.0,326.68347,6.6760736,15,gps,0.9,1.1,1.4,47.3,,
2016-12-13T17:09:01Z,50.327994,3.516578,112.01902094408764,6.0,325.89432,4.867192,14,gps,0.9,1.3,1.6,47.3,,
2016-12-13T17:09:03Z,50.328052,3.516515,112.22881581965262,8.0,325.26672,5.059595,15,gps,1.1,1.9,2.2,47.3,,
2016-12-13T17:09:05Z,50.328124,3.516425,112.77831616276785,6.0,326.05896,5.9486413,16,gps,1.0,1.6,1.9,47.3,,
2016-12-13T17:09:07Z,50.328217,3.516315,113.45256222155095,8.0,316.1838,7.081415,16,gps,1.0,1.4,1.7,47.3,,
2016-12-13T17:09:09Z,50.328322,3.516116,114.44005358236119,8.0,309.1219,8.164811,17,gps,1.0,1.4,1.7,47.3,,
2016-12-13T17:09:11Z,50.328413,3.515896,115.20983252308329,8.0,291.07776,7.9188013,16,gps,0.8,1.1,1.3,47.3,,
2016-12-13T17:09:13Z,50.328439,3.515657,115.22905561532153,8.0,261.48566,7.8027353,16,gps,0.9,1.0,1.3,47.3,,
2016-12-13T17:09:15Z,50.328408,3.515419,115.1136728174311,8.0,254.95282,7.842617,16,gps,1.0,1.3,1.7,47.3,,
2016-12-13T17:09:17Z,50.328373,3.515206,115.1505216005468,8.0,254.60551,6.9249964,15,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:09:19Z,50.328359,3.515063,115.05330905795199,4.0,255.31392,4.6736717,15,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:09:21Z,50.328357,3.515019,115.09396716119237,4.0,247.68802,0.0,15,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:09:23Z,50.328357,3.515019,115.09819589139215,4.0,247.68802,0.0,16,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:09:25Z,50.328361,3.514986,115.1328076819746,6.0,257.6967,0.9396631,14,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:09:27Z,50.328367,3.514930,115.14821065783359,6.0,292.71957,1.7051924,15,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:09:29Z,50.328401,3.514885,115.16343167378966,4.0,337.8627,2.8465238,16,gps,1.0,1.4,1.7,47.3,,
2016-12-13T17:09:31Z,50.328465,3.514857,115.20536923462122,4.0,348.17352,3.5434837,17,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:09:33Z,50.328524,3.514842,115.27473450592757,4.0,345.9748,3.1032782,17,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:09:35Z,50.328566,3.514829,115.36810150652532,6.0,345.64536,2.4993567,17,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:09:37Z,50.328603,3.514816,115.55386540216625,4.0,345.55826,2.7099767,17,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:09:39Z,50.328621,3.514808,115.72286273820995,4.0,346.1875,0.0,17,gps,1.0,1.6,1.9,47.3,,
2016-12-13T17:09:41Z,50.328621,3.514808,115.7376547118983,4.0,346.1875,0.0,17,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:09:43Z,50.328621,3.514808,115.74888341030984,4.0,346.1875,0.0,17,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:09:45Z,50.328621,3.514808,115.75934410714586,4.0,346.1875,0.0,17,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:09:47Z,50.328621,3.514808,115.76930450648564,4.0,346.1875,0.0,17,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:09:49Z,50.328621,3.514808,115.77856221151454,4.0,346.1875,0.0,16,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:09:51Z,50.328621,3.514808,115.78738171647187,4.0,346.1875,0.0,16,gps,1.0,1.4,1.7,47.3,,
2016-12-13T17:09:53Z,50.328621,3.514808,115.79497651982801,4.0,346.1875,0.0,17,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:09:55Z,50.328621,3.514808,115.84607473560105,4.0,346.1875,0.0,17,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:09:57Z,50.328621,3.514808,115.89163209517505,6.0,346.1875,0.0,17,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:09:59Z,50.328621,3.514808,115.94043514654273,6.0,346.1875,0.0,17,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:10:01Z,50.328621,3.514808,115.97034750930096,4.0,346.1875,0.0,17,gps,1.1,1.5,1.9,47.3,,
2016-12-13T17:10:03Z,50.328621,3.514808,115.97668215610771,4.0,346.1875,0.0,17,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:10:05Z,50.328621,3.514808,115.98354351348836,6.0,346.1875,0.0,17,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:10:07Z,50.328621,3.514808,116.02625559523507,6.0,346.1875,0.0,17,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:10:09Z,50.328664,3.514795,116.1162249964238,6.0,349.16727,1.2339661,16,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:10:11Z,50.328713,3.514780,116.22018933028306,4.0,347.28357,2.629931,17,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:10:13Z,50.328765,3.514764,116.33580806240029,4.0,349.13797,2.7668188,17,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:10:15Z,50.328806,3.514751,116.4543442639676,4.0,345.68082,2.2662532,17,gps,0.8,1.1,1.3,47.3,,
2016-12-13T17:10:17Z,50.328835,3.514739,116.57955863373326,4.0,345.29834,1.8504632,16,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:10:19Z,50.328835,3.514739,116.70596272482449,4.0,345.29834,0.0,16,gps,1.0,1.4,1.7,47.3,,
2016-12-13T17:10:21Z,50.328835,3.514739,116.83049060819098,4.0,345.29834,0.0,16,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:10:23Z,50.328852,3.514736,116.95536812141191,4.0,350.82492,1.094445,16,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:10:25Z,50.328886,3.514724,117.08545737200318,4.0,341.31345,1.319093,16,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:10:27Z,50.328886,3.514724,117.22010035651194,4.0,341.31345,0.0,16,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:10:29Z,50.328886,3.514724,117.2932118248661,4.0,341.31345,0.0,16,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:10:31Z,50.328886,3.514724,117.30414807556667,4.0,341.31345,0.0,16,gps,1.0,1.4,1.7,47.3,,
2016-12-13T17:10:33Z,50.328886,3.514724,117.31504989242546,4.0,341.31345,0.0,16,gps,1.0,1.4,1.7,47.3,,
2016-12-13T17:10:35Z,50.328886,3.514724,117.32642860711817,6.0,341.31345,0.0,16,gps,0.6,1.6,1.9,47.3,,
2016-12-13T17:10:37Z,50.328886,3.514724,117.33820038119424,6.0,341.31345,0.0,15,gps,1.2,1.7,2.0,47.3,,
2016-12-13T17:10:39Z,50.328886,3.514724,117.39858027205177,4.0,341.31345,0.0,15,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:10:41Z,50.328908,3.514710,117.5188925612792,4.0,341.974,0.7194611,15,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:10:43Z,50.328933,3.514698,117.64934853557273,4.0,344.89822,1.4098831,16,gps,1.0,1.5,1.8,47.3,,
2016-12-13T17:10:45Z,50.328974,3.514683,117.77786834540402,4.0,346.24695,2.6625285,16,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:10:47Z,50.329032,3.514662,117.90364652912778,4.0,353.54285,2.7926447,16,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:10:49Z,50.329055,3.514659,117.97223944251758,4.0,354.13858,0.0,16,gps,0.8,1.2,1.5,47.3,,
2016-12-13T17:10:51Z,50.329064,3.514653,117.98310920863834,3.0,354.13858,0.025544379,16,gps,0.8,1.2,1.5,47.3,,
2016-12-13T17:10:53Z,50.329064,3.514652,117.99367597224418,3.0,354.13858,0.017451057,15,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:10:55Z,50.329063,3.514651,118.00404441448836,3.0,354.13858,0.014253219,15,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:10:57Z,50.329063,3.514650,118.01360040969173,3.0,354.13858,0.019244468,15,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:10:59Z,50.329063,3.514647,118.02191004372307,3.0,354.13858,0.020856328,15,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:01Z,50.329063,3.514645,118.02869385041083,3.0,354.13858,0.009679721,15,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:03Z,50.329063,3.514643,118.03398840810328,3.0,354.13858,0.012720346,15,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:05Z,50.329062,3.514642,118.03821596946318,3.0,354.13858,0.016046172,15,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:07Z,50.329061,3.514641,118.04161509020305,3.0,354.13858,0.023127558,14,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:09Z,50.329061,3.514640,118.04434736169028,3.0,354.13858,0.020392692,14,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:11Z,50.329061,3.514639,118.04649444145747,3.0,354.13858,0.042338863,14,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:13Z,50.329061,3.514639,118.0481254380676,3.0,354.13858,0.0123812845,14,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:15Z,50.329060,3.514638,118.04919754861601,3.0,354.13858,0.01121837,14,gps,0.8,1.3,1.5,47.3,,
2016-12-13T17:11:17Z,50.329060,3.514638,118.04966155163459,3.0,354.13858,0.009865321,15,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:19Z,50.329060,3.514637,118.04857578178071,3.0,354.13858,0.06251703,15,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:21Z,50.329059,3.514635,118.04356818716052,3.0,354.13858,0.13830146,15,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:23Z,50.329055,3.514629,118.02824044778849,3.0,22.20349,0.46227545,15,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:25Z,50.329057,3.514628,118.00495266485409,3.0,8.113369,0.5010695,16,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:11:27Z,50.329055,3.514626,117.98870345064786,3.0,8.113369,0.044898026,16,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:29Z,50.329056,3.514625,117.95058887652851,3.0,8.113369,0.2085512,17,gps,0.8,1.2,1.5,47.3,,
2016-12-13T17:11:31Z,50.329088,3.514640,117.90812560506373,3.0,30.026157,2.3424513,17,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:33Z,50.329139,3.514695,117.86362117823718,3.0,39.431084,3.2648947,17,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:35Z,50.329186,3.514751,117.81986596920552,3.0,23.924417,2.865946,16,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:37Z,50.329207,3.514762,117.7955829530901,3.0,23.924417,0.92426205,16,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:39Z,50.329218,3.514765,117.79031485131415,3.0,23.924417,0.546408,16,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:41Z,50.329223,3.514766,117.7844726090061,3.0,23.924417,0.013532478,16,gps,0.9,1.3,1.6,47.3,,
2016-12-13T17:11:43Z,50.329238,3.514769,117.72215940485269,3.0,23.579948,1.0841645,15,gps,0.9,1.1,1.5,47.3,,
2016-12-13T17:11:45Z,50.329297,3.514786,117.65832906781505,3.0,15.959418,1.8508884,16,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:47Z,50.329362,3.514798,117.59375478898461,3.0,3.4303222,2.9248166,16,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:49Z,50.329445,3.514788,116.99079815597835,3.0,345.86493,3.6771376,16,gps,0.9,1.1,1.4,47.3,,
2016-12-13T17:11:51Z,50.329525,3.514742,116.58036975161738,3.0,326.35828,4.000856,16,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:53Z,50.329580,3.514669,116.28945999077912,3.0,312.92557,4.1116366,16,gps,0.9,1.2,1.5,47.3,,
2016-12-13T17:11:55Z,50.329629,3.514571,116.10297117260029,3.0,307.24026,4.181207,16,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:11:57Z,50.329675,3.514481,116.09023556301685,3.0,317.5546,4.1516876,16,gps,1.0,1.6,1.9,47.3,,
2016-12-13T17:11:59Z,50.329727,3.514417,116.07843444148229,3.0,329.35797,4.059703,16,gps,0.9,1.1,1.4,47.3,,
2016-12-13T17:12:01Z,50.329776,3.514376,116.06542547636178,3.0,336.56366,3.892358,16,gps,0.8,1.0,1.3,47.3,,
2016-12-13T17:12:03Z,50.329827,3.514342,116.0523319913525,3.0,338.88852,3.6921518,16,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:12:05Z,50.329868,3.514319,116.03864010323876,3.0,338.87094,3.4481072,16,gps,1.1,1.6,1.9,47.3,,
2016-12-13T17:12:07Z,50.329914,3.514298,116.02425591790848,3.0,340.61444,3.242424,16,gps,1.1,1.4,1.8,47.3,,
2016-12-13T17:12:09Z,50.329953,3.514277,116.01056346980681,3.0,342.27847,3.0695145,16,gps,0.9,1.3,1.6,47.3,,
2016-12-13T17:12:11Z,50.329996,3.514254,115.99595866879757,4.0,349.56027,2.9504025,16,gps,0.8,1.2,1.4,47.3,,
2016-12-13T17:12:13Z,50.330050,3.514244,115.9812314269941,4.0,348.84067,2.9591255,16,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:12:15Z,50.330124,3.514216,115.84476835856444,4.0,346.345,3.1958852,16,gps,1.1,2.0,2.2,47.3,,
2016-12-13T17:12:17Z,50.330210,3.514183,115.7519917373956,4.0,345.27515,3.4703531,16,gps,1.0,1.6,1.8,47.3,,
2016-12-13T17:12:19Z,50.330290,3.514150,115.69043279524247,4.0,346.49515,3.6928558,17,gps,0.9,1.4,1.7,47.3,,
2016-12-13T17:12:21Z,50.330380,3.514115,115.64369852901217,4.0,345.75943,3.9419909,17,gps,0.9,1.4,1.7,47.3,,
2016-12-13T17:12:23Z,50.330480,3.514072,115.60145730800576,4.0,346.2686,4.2132587,17,gps,0.9,1.4,1.7,47.3,,
2016-12-13T17:12:25Z,50.330575,3.514035,115.56172127364081,4.0,348.85608,4.3590994,17,gps,0.9,1.4,1.7,47.3,,
2016-12-13T17:12:27Z,50.330663,3.514003,115.52837440589693,4.0,350.26767,4.461577,17,gps,0.9,1.4,1.7,47.3,,
2016-12-13T17:12:29Z,50.330758,3.513974,115.50009352450218,4.0,359.07803,4.562384,17,gps,0.8,1.3,1.6,47.3,,
2016-12-13T17:12:31Z,50.330840,3.513968,115.48564240792045,4.0,358.84772,4.454901,15,gps,1.0,1.4,1.7,47.3,,
2016-12-13T17:12:33Z,50.330860,3.513965,115.48236254201747,4.0,0.09905612,2.4923358,15,gps,1.1,1.6,1.9,47.3,,
2016-12-13T17:12:35Z,50.330873,3.513963,115.47763386161661,4.0,352.16992,1.718186,13,gps,1.0,1.4,1.7,47.3,,
2016-12-13T17:12:37Z,50.330907,3.513954,115.47222488610963,4.0,347.24658,1.7341013,15,gps,1.0,1.4,1.8,47.3,,
2016-12-13T17:12:39Z,50.330915,3.513950,115.46584139707048,4.0,347.91443,0.676508,15,gps,0.8,1.1,1.4,47.3,,
2016-12-13T17:12:41Z,50.330918,3.513948,115.45878470105782,4.0,353.7008,0.67159593,15,gps,0.8,1.2,1.4,47.3,,
