time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity
2016-12-20T12:46:50Z,50.370457,3.466357,101.75309023964145,16.0,164.8992,0.6207941,0,gps,2.5,2.2,3.3,47.3,,,TILTING
2016-12-20T12:46:52Z,50.370388,3.466354,108.32617608119997,8.0,,1.3077093,10,gps,0.8,1.8,2.1,47.3,,,
2016-12-20T12:46:54Z,50.370362,3.466398,104.79939342189908,8.0,,2.9707167,12,gps,1.0,1.2,1.5,47.3,,,
2016-12-20T12:46:56Z,50.370249,3.466470,102.6960073105625,6.0,164.50935,4.8255897,12,gps,1.0,1.2,1.5,47.3,,,
2016-12-20T12:46:58Z,50.370140,3.466524,100.50893674238402,6.0,170.83305,5.713318,16,gps,1.0,1.2,1.5,47.3,,,
2016-12-20T12:47:00Z,50.370024,3.466550,99.95112353644909,6.0,171.65398,5.787846,15,gps,0.8,1.1,1.4,47.3,,,
2016-12-20T12:47:02Z,50.369928,3.466568,100.48187961533067,6.0,175.4689,4.2506742,14,gps,1.0,1.5,1.8,47.3,,,
2016-12-20T12:47:04Z,50.369881,3.466568,101.10509146017512,6.0,187.57443,2.247146,15,gps,0.6,1.5,1.8,47.3,,,
2016-12-20T12:47:06Z,50.369860,3.466561,100.60016666560158,4.0,224.2975,2.0578554,16,gps,1.1,1.5,1.8,47.3,,,
2016-12-20T12:47:08Z,50.369835,3.466484,99.29430170987936,4.0,265.56555,2.9235463,16,gps,0.7,1.2,1.4,47.3,,,
2016-12-20T12:47:10Z,50.369826,3.466354,98.49715726048584,4.0,264.57193,4.916624,16,gps,1.0,1.2,1.6,47.3,,,
2016-12-20T12:47:12Z,50.369815,3.466172,97.33617186462291,4.0,264.6757,6.039069,17,gps,0.9,1.1,1.4,47.3,,,
2016-12-20T12:47:14Z,50.369801,3.465967,96.53695075344805,4.0,267.81598,6.4005895,18,gps,0.4,1.1,1.4,47.3,,,
2016-12-20T12:47:16Z,50.369789,3.465772,96.21996303002511,4.0,264.5806,6.2948604,18,gps,0.9,1.3,1.5,47.3,,,
2016-12-20T12:47:18Z,50.369774,3.465597,95.56299537900627,4.0,265.3279,6.00174,18,gps,0.9,1.5,1.8,47.3,,,
2016-12-20T12:47:20Z,50.369758,3.465422,94.11628578645028,4.0,263.88467,6.864223,18,gps,0.4,1.3,1.6,47.3,,,
2016-12-20T12:47:22Z,50.369740,3.465203,93.5767847567432,4.0,263.02933,7.755533,17,gps,0.8,1.1,1.3,47.3,,,
2016-12-20T12:47:24Z,50.369712,3.464946,93.1761904896201,4.0,263.7582,8.166506,17,gps,0.8,1.1,1.4,47.3,,,
2016-12-20T12:47:26Z,50.369686,3.464701,92.93941112315457,4.0,262.25043,8.3951645,18,gps,0.9,1.4,1.7,47.3,,,
2016-12-20T12:47:28Z,50.369657,3.464451,92.72947858390518,4.0,263.63168,8.791386,18,gps,0.4,1.4,1.7,47.3,,,
2016-12-20T12:47:30Z,50.369626,3.464193,92.59488902648636,4.0,261.19867,9.259165,19,gps,1.0,1.1,1.5,47.3,,,
2016-12-20T12:47:32Z,50.369596,3.463916,92.66188614582401,4.0,262.4637,10.179421,18,gps,0.9,1.2,1.5,47.3,,,
2016-12-20T12:47:34Z,50.369570,3.463606,92.84082271427073,4.0,263.44907,11.055987,17,gps,0.8,1.1,1.4,47.3,,,
2016-12-20T12:47:36Z,50.369570,3.463286,92.9158209360141,4.0,268.62253,11.302051,17,gps,0.8,1.2,1.4,47.3,,,
2016-12-20T12:47:38Z,50.369597,3.462957,92.72388982401549,4.0,269.26382,11.91405,17,gps,1.1,1.5,1.8,47.3,,,
2016-12-20T12:47:40Z,50.369601,3.462604,92.25489336766532,4.0,265.74747,12.59642,17,gps,0.8,1.3,1.6,47.3,,,
2016-12-20T12:47:42Z,50.369546,3.462258,91.92806370250547,4.0,242.60985,12.447037,18,gps,0.8,1.2,1.5,47.3,,,
2016-12-20T12:47:44Z,50.369431,3.461955,91.58291748134934,4.0,240.17038,12.240948,18,gps,0.8,1.4,1.6,47.3,,,
2016-12-20T12:47:46Z,50.369322,3.461668,91.16415303925392,4.0,239.62,11.230262,19,gps,0.8,1.3,1.5,47.3,,,
2016-12-20T12:47:48Z,50.369230,3.461433,90.68913532437261,4.0,239.20279,9.653253,17,gps,1.0,1.7,2.0,47.3,,,
2016-12-20T12:47:50Z,50.369156,3.461216,90.30677797527318,4.0,252.80519,9.015094,19,gps,0.9,1.7,1.9,47.3,,,
2016-12-20T12:47:52Z,50.369122,3.460960,90.01388456261154,4.0,276.93423,9.187865,18,gps,0.9,1.3,1.6,47.3,,,
2016-12-20T12:47:54Z,50.369149,3.460690,89.48013736601649,4.0,293.8735,9.457661,17,gps,0.8,1.2,1.5,47.3,,,
2016-12-20T12:47:56Z,50.369224,3.460457,89.10358006823516,6.0,296.07886,9.362311,19,gps,0.9,1.3,1.6,47.3,,,
2016-12-20T12:47:58Z,50.369315,3.460211,88.76042849300799,6.0,299.20834,10.152375,18,gps,0.6,1.7,2.1,47.3,,,
2016-12-20T12:48:00Z,50.369407,3.459970,88.22014059382087,4.0,299.57132,9.86874,20,gps,1.0,1.6,1.9,47.3,,,
2016-12-20T12:48:02Z,50.369485,3.459749,87.87677453229185,4.0,297.2622,9.150175,20,gps,0.8,1.2,1.5,47.3,,,
2016-12-20T12:48:04Z,50.369563,3.459525,87.4955543055582,4.0,292.40027,9.186608,20,gps,0.8,1.2,1.5,47.3,,,
2016-12-20T12:48:06Z,50.369608,3.459268,86.98177322667189,4.0,279.5662,9.534043,20,gps,0.4,1.1,1.4,47.3,,,
2016-12-20T12:48:08Z,50.369642,3.458989,86.43916963575143,4.0,282.59076,9.8305645,20,gps,0.9,1.1,1.4,47.3,,,
2016-12-20T12:48:10Z,50.369679,3.458715,85.94130603048576,4.0,281.12347,9.611367,20,gps,0.9,1.1,1.5,47.3,,,
2016-12-20T12:48:12Z,50.369699,3.458467,85.50518865710815,4.0,279.20648,8.450056,16,gps,0.9,1.3,1.6,47.3,,,
2016-12-20T12:48:14Z,50.369722,3.458267,85.26947634432359,4.0,273.59506,6.6328034,18,gps,0.9,1.5,1.7,47.3,,,
2016-12-20T12:48:16Z,50.369744,3.458158,85.23737201121156,4.0,336.55542,3.9479573,18,gps,0.9,1.5,1.8,47.3,,,
2016-12-20T12:48:18Z,50.369815,3.458165,85.05849451734473,4.0,34.419056,5.411161,18,gps,0.9,1.3,1.5,47.3,,,
2016-12-20T12:48:20Z,50.369945,3.458306,84.75074941655622,6.0,35.788116,8.029942,18,gps,0.9,1.3,1.6,47.3,,,
2016-12-20T12:48:22Z,50.370099,3.458470,84.75155221189212,4.0,32.788326,8.903177,18,gps,0.4,1.2,1.6,47.3,,,
2016-12-20T12:48:24Z,50.370241,3.458617,85.04439197065811,4.0,30.772728,8.51215,18,gps,0.8,1.2,1.4,47.3,,,
2016-12-20T12:48:26Z,50.370371,3.458721,85.46433932469125,4.0,26.768726,7.6741343,19,gps,0.8,1.2,1.4,47.3,,,
2016-12-20T12:48:28Z,50.370484,3.458819,85.77531465752321,4.0,25.838404,7.2779474,19,gps,0.8,1.2,1.5,47.3,,,
2016-12-20T12:48:30Z,50.370626,3.458924,85.94051247757525,4.0,24.16253,8.789037,20,gps,0.4,1.2,1.4,47.3,,,
2016-12-20T12:48:32Z,50.370791,3.459036,85.9015098087169,4.0,23.02974,9.768081,20,gps,0.8,1.1,1.4,47.3,,,
2016-12-20T12:48:34Z,50.370971,3.459155,85.83709494850993,4.0,22.722807,10.80689,20,gps,0.9,1.2,1.4,47.3,,,
2016-12-20T12:48:36Z,50.371165,3.459285,85.6994277808847,4.0,21.858103,11.508759,20,gps,0.8,1.1,1.4,47.3,,,
2016-12-20T12:48:38Z,50.371359,3.459406,85.53079855933701,4.0,22.001455,11.125688,20,gps,0.4,1.0,1.3,47.3,,,
2016-12-20T12:48:40Z,50.371532,3.459513,85.35148034557884,4.0,22.842094,10.202114,20,gps,0.8,1.0,1.3,47.3,,,
2016-12-20T12:48:42Z,50.371682,3.459625,84.96016363280239,4.0,24.096104,9.220472,20,gps,0.4,1.1,1.3,47.3,,,
2016-12-20T12:48:44Z,50.371833,3.459727,84.92022425388528,4.0,24.764938,9.152926,20,gps,0.7,1.2,1.4,47.3,,,
2016-12-20T12:48:46Z,50.371994,3.459840,84.75938355226516,4.0,26.33147,9.910457,20,gps,0.8,1.0,1.3,47.3,,,
2016-12-20T12:48:48Z,50.372168,3.459992,84.54416917191597,4.0,32.970623,10.959022,20,gps,0.8,1.0,1.3,47.3,,,IN_VEHICLE
2016-12-20T12:48:50Z,50.372353,3.460165,84.33892284875314,6.0,35.999313,11.543456,20,gps,0.6,1.1,1.4,47.3,,,
2016-12-20T12:48:52Z,50.372518,3.460369,84.07174479959023,6.0,43.051743,11.397838,19,gps,0.6,1.5,1.8,47.3,,,IN_VEHICLE
2016-12-20T12:48:54Z,50.372667,3.460596,83.93108443921304,4.0,46.62754,11.184518,19,gps,0.4,1.2,1.5,47.3,,,
2016-12-20T12:48:56Z,50.372800,3.460824,83.80796196106905,4.0,48.70798,10.7592945,19,gps,0.4,1.2,1.5,47.3,,,IN_VEHICLE
2016-12-20T12:48:58Z,50.372918,3.461035,83.64454269065912,4.0,48.802345,9.740323,19,gps,0.9,1.2,1.5,47.3,,,
2016-12-20T12:49:00Z,50.373019,3.461209,83.55898347461849,4.0,48.50743,8.263328,19,gps,0.9,1.2,1.5,47.3,,,
2016-12-20T12:49:02Z,50.373095,3.461338,83.65338493528311,4.0,51.013092,5.9860506,20,gps,0.4,1.4,1.7,47.3,,,IN_VEHICLE
2016-12-20T12:49:04Z,50.373131,3.461408,83.66050380312659,4.0,49.565475,3.4449258,20,gps,0.9,1.2,1.5,47.3,,,
2016-12-20T12:49:06Z,50.373139,3.461422,83.66719566716559,4.0,46.10684,0.0,20,gps,0.7,1.2,1.4,47.3,,,IN_VEHICLE
2016-12-20T12:49:08Z,50.373139,3.461422,83.67009087434393,4.0,46.10684,0.0,19,gps,0.9,1.4,1.6,47.3,,,
2016-12-20T12:49:10Z,50.373139,3.461422,83.6729757666887,4.0,46.10684,0.0,19,gps,0.7,1.3,1.5,47.3,,,
2016-12-20T12:49:12Z,50.373139,3.461422,83.67794968007115,4.0,46.10684,0.0,19,gps,0.7,1.3,1.4,47.3,,,
2016-12-20T12:49:14Z,50.373139,3.461422,83.73833458669591,4.0,46.10684,0.0,19,gps,1.0,1.5,1.8,47.3,,,
2016-12-20T12:49:16Z,50.373159,3.461473,83.80554631855946,4.0,48.792206,2.8115783,19,gps,0.4,1.3,1.4,47.3,,,
2016-12-20T12:49:18Z,50.373215,3.461575,84.3800839730045,4.0,48.170216,4.4239664,20,gps,0.4,1.2,1.4,47.3,,,
2016-12-20T12:49:20Z,50.373276,3.461689,84.91348466342473,4.0,50.320168,5.300489,20,gps,0.7,1.2,1.4,47.3,,,
2016-12-20T12:49:22Z,50.373362,3.461845,85.37761062078147,4.0,47.231995,7.659185,20,gps,0.4,1.4,1.7,47.3,,,
