time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid
2016-12-09T17:36:46Z,50.325472,3.516185,107.81608474930054,24.0,105.7589,0.04684414,7,gps,1.6,2.1,2.6,47.3,,
2016-12-09T17:36:48Z,50.325488,3.516178,105.63820693438224,16.0,171.2238,1.9819831,12,gps,1.1,1.3,1.7,47.3,,
2016-12-09T17:36:50Z,50.325499,3.516168,100.55335612180654,16.0,229.97502,1.5783876,12,gps,1.1,1.7,2.0,47.3,,
2016-12-09T17:36:52Z,50.325449,3.516080,74.23514235422162,8.0,,0.0,12,gps,1.0,2.0,2.2,47.3,,
2016-12-09T17:36:54Z,50.325453,3.516073,76.41357304117443,6.0,,0.0,18,gps,1.1,1.5,1.9,47.3,,
2016-12-09T17:36:56Z,50.325438,3.516094,79.55157432384672,6.0,,1.7186738,17,gps,1.0,1.5,1.8,47.3,,
2016-12-09T17:36:58Z,50.325372,3.516144,81.85515976207618,6.0,164.13501,3.2410753,18,gps,0.9,1.6,1.9,47.3,,
2016-12-09T17:37:00Z,50.325290,3.516220,84.65250985023894,6.0,114.55316,4.4963245,18,gps,0.9,1.1,1.5,47.3,,
2016-12-09T17:37:02Z,50.325274,3.516400,87.28931895766162,4.0,77.70718,6.342736,18,gps,1.1,1.6,1.9,47.3,,
2016-12-09T17:37:04Z,50.325297,3.516586,88.77439790096811,6.0,85.92714,6.272195,19,gps,0.9,1.1,1.4,47.3,,
2016-12-09T17:37:06Z,50.325264,3.516734,89.41226585797625,6.0,156.61496,4.802647,19,gps,0.8,1.1,1.3,47.3,,
2016-12-09T17:37:08Z,50.325169,3.516780,89.62819003428633,6.0,164.65694,5.0464754,20,gps,1.1,1.6,1.9,47.3,,
2016-12-09T17:37:10Z,50.325077,3.516838,90.38718602927057,6.0,126.996796,4.9116287,19,gps,1.0,1.2,1.5,47.3,,
2016-12-09T17:37:12Z,50.325082,3.516888,91.81014554229581,8.0,18.629879,3.1819336,17,gps,0.9,1.1,1.4,47.3,,
2016-12-09T17:37:14Z,50.325203,3.516983,92.41276717931189,8.0,21.805399,7.693095,18,gps,1.8,2.0,2.7,47.3,,
2016-12-09T17:37:16Z,50.325408,3.517132,89.66123133379641,8.0,18.84775,10.437259,16,gps,1.8,2.0,2.6,47.3,,
2016-12-09T17:37:18Z,50.325626,3.517266,88.35539276200566,8.0,17.631832,11.56222,18,gps,1.8,2.1,2.8,47.3,,
2016-12-09T17:37:20Z,50.325843,3.517371,88.43427413370759,8.0,11.333271,12.1471405,17,gps,1.8,2.1,2.8,47.3,,
2016-12-09T17:37:22Z,50.326065,3.517437,88.69161651330327,8.0,6.2978697,12.182561,17,gps,1.8,2.1,2.8,47.3,,
2016-12-09T17:37:24Z,50.326315,3.517506,89.37182633392013,6.0,12.357539,12.479203,18,gps,1.8,2.1,2.8,47.3,,
2016-12-09T17:37:26Z,50.326563,3.517555,90.41420349377114,6.0,359.66638,12.465466,18,gps,1.1,1.3,1.6,47.3,,
2016-12-09T17:37:28Z,50.326795,3.517542,91.3248325105395,4.0,351.49182,11.775482,19,gps,1.0,1.2,1.6,47.3,,
2016-12-09T17:37:30Z,50.326989,3.517476,92.10639960517602,8.0,342.51727,10.504608,18,gps,1.0,1.4,1.8,47.3,,
2016-12-09T17:37:32Z,50.327174,3.517386,92.65644313207385,6.0,341.40945,10.56645,20,gps,1.9,1.8,2.6,47.3,,
2016-12-09T17:37:34Z,50.327358,3.517289,92.87211996860921,6.0,338.7753,10.366353,20,gps,0.9,1.1,1.4,47.3,,
2016-12-09T17:37:36Z,50.327523,3.517146,93.15705580376692,6.0,311.35107,10.280358,20,gps,1.0,1.2,1.5,47.3,,
2016-12-09T17:37:38Z,50.327626,3.516892,93.7951899581398,6.0,310.69626,10.362209,19,gps,1.1,1.5,1.9,47.3,,
2016-12-09T17:37:40Z,50.327757,3.516697,94.4693905490866,6.0,327.2846,9.884318,18,gps,1.0,1.2,1.5,47.3,,
2016-12-09T17:37:42Z,50.327901,3.516556,95.44135554925924,6.0,323.43256,9.28108,19,gps,1.1,1.5,1.9,47.3,,
2016-12-09T17:37:44Z,50.328015,3.516391,96.37426299352455,12.0,318.68304,8.709375,18,gps,0.9,1.5,1.8,47.3,,
2016-12-09T17:37:46Z,50.328122,3.516165,97.15037598134498,8.0,311.14532,9.850541,19,gps,2.1,2.7,3.4,47.3,,
2016-12-09T17:37:48Z,50.328243,3.515934,97.60265615975145,6.0,294.9478,9.79091,19,gps,1.8,2.2,2.9,47.3,,
2016-12-09T17:37:50Z,50.328323,3.515672,97.99772476018806,6.0,270.5686,9.385904,19,gps,1.0,1.3,1.7,47.3,,
2016-12-09T17:37:52Z,50.328319,3.515401,98.61749187496304,6.0,253.41081,9.103997,18,gps,1.2,1.6,2.0,47.3,,
2016-12-09T17:37:54Z,50.328286,3.515157,99.23956062115192,6.0,254.73045,8.263175,19,gps,1.1,1.2,1.6,47.3,,
2016-12-09T17:37:56Z,50.328266,3.514976,99.46492594106218,4.0,270.92065,5.8690233,19,gps,1.1,1.3,1.7,47.3,,
2016-12-09T17:37:58Z,50.328290,3.514873,99.68175442103532,4.0,341.74484,4.652102,20,gps,0.9,1.0,1.4,47.3,,
2016-12-09T17:38:00Z,50.328415,3.514839,99.83382311238732,6.0,346.4183,6.9508734,19,gps,0.6,1.0,1.4,47.3,,
2016-12-09T17:38:02Z,50.328574,3.514780,99.96808097538802,6.0,347.4506,7.6167893,19,gps,0.9,1.4,1.6,47.3,,
2016-12-09T17:38:04Z,50.328692,3.514736,100.32180798568638,6.0,348.06363,6.095441,18,gps,1.0,1.4,1.8,47.3,,
2016-12-09T17:38:06Z,50.328730,3.514723,100.36853530216645,6.0,342.53506,0.0,18,gps,1.1,1.4,1.7,47.3,,
2016-12-09T17:38:08Z,50.328730,3.514723,100.40124213644292,6.0,342.53506,0.0,18,gps,0.9,1.3,1.6,47.3,,
2016-12-09T17:38:10Z,50.328730,3.514723,100.44523785732457,6.0,342.53506,0.0,19,gps,1.1,1.4,1.7,47.3,,
2016-12-09T17:38:12Z,50.328778,3.514704,100.51680154082588,6.0,344.9041,1.3736336,19,gps,1.1,1.4,1.8,47.3,,
2016-12-09T17:38:14Z,50.328817,3.514694,100.58748918789792,6.0,327.68475,2.1359475,19,gps,1.1,1.4,1.7,47.3,,
2016-12-09T17:38:16Z,50.328830,3.514689,100.68351977528448,6.0,325.99704,0.0,20,gps,0.6,1.3,1.7,47.3,,
2016-12-09T17:38:18Z,50.328830,3.514689,100.78477929466469,6.0,325.99704,0.0,20,gps,1.1,1.4,1.8,47.3,,
2016-12-09T17:38:20Z,50.328877,3.514682,100.88846056171852,4.0,344.17715,1.2348365,20,gps,1.0,1.3,1.6,47.3,,
2016-12-09T17:38:22Z,50.328893,3.514677,100.94960721656163,4.0,341.70468,0.0,20,gps,1.0,1.3,1.6,47.3,,
2016-12-09T17:38:24Z,50.328906,3.514674,101.0065403652794,4.0,348.26688,0.46476543,20,gps,1.0,1.3,1.6,47.3,,
2016-12-09T17:38:26Z,50.328952,3.514671,101.11961323158847,4.0,348.08774,2.3643708,20,gps,0.9,1.0,1.4,47.3,,
2016-12-09T17:38:28Z,50.329016,3.514656,101.24062311732371,4.0,355.38687,2.3991601,20,gps,0.9,1.1,1.4,47.3,,
2016-12-09T17:38:30Z,50.329016,3.514656,101.3108902657661,4.0,355.38687,0.0,20,gps,0.9,1.1,1.4,47.3,,
2016-12-09T17:38:32Z,50.329043,3.514650,101.3794692958643,8.0,355.18182,1.133991,20,gps,1.0,1.3,1.7,47.3,,
