time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid
2016-12-09T06:32:41Z,50.370417,3.465336,,40.0,,,0,network,,,,,,
2016-12-09T06:32:47Z,50.369858,3.466104,116.09866047870906,24.0,160.03784,5.9771175,0,gps,99.0,99.0,140.0,47.3,,
2016-12-09T06:32:49Z,50.370036,3.466450,109.61120092885655,32.0,167.66331,7.320956,10,gps,3.2,2.2,2.6,47.3,,
2016-12-09T06:32:51Z,50.370110,3.465753,,29.0,,,0,network,,,,,,
2016-12-09T06:32:53Z,50.369852,3.466495,107.73913499418623,16.0,165.09196,3.4905457,9,gps,1.6,2.0,2.5,47.3,,
2016-12-09T06:32:55Z,50.369872,3.466464,99.82030912516197,8.0,,0.5406612,12,gps,0.9,1.4,1.7,47.3,,
2016-12-09T06:32:58Z,50.369864,3.466485,100.44267725424785,8.0,,0.0,18,gps,0.8,1.2,1.4,47.3,,
2016-12-09T06:33:00Z,50.369845,3.466446,99.64992798408338,6.0,,2.4554882,19,gps,0.8,1.3,1.6,47.3,,
2016-12-09T06:33:02Z,50.369815,3.466318,98.28779092972223,6.0,265.75146,4.253721,19,gps,0.6,1.1,1.5,47.3,,
2016-12-09T06:33:04Z,50.369805,3.466163,97.07169463300926,6.0,264.60947,5.583411,18,gps,0.6,1.1,1.4,47.3,,
2016-12-09T06:33:06Z,50.369789,3.465978,95.41998442312415,4.0,261.54074,6.8212967,20,gps,0.9,1.1,1.4,47.3,,
2016-12-09T06:33:08Z,50.369770,3.465775,93.85848133752184,4.0,262.1727,7.0813646,21,gps,0.9,1.1,1.4,47.3,,
2016-12-09T06:33:10Z,50.369750,3.465590,92.24782070615314,4.0,263.46933,6.5815406,20,gps,0.8,1.1,1.3,47.3,,
2016-12-09T06:33:12Z,50.369731,3.465399,90.95568433486943,4.0,263.35495,7.559573,19,gps,0.9,1.1,1.4,47.3,,
2016-12-09T06:33:14Z,50.369712,3.465149,90.17338473567207,4.0,262.35727,8.918393,20,gps,0.9,1.1,1.4,47.3,,
