time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity
2016-12-19T12:49:07Z,50.370299,3.466534,107.51880283021852,32.0,11.424695,0.060929745,0,gps,99.0,99.0,140.0,47.3,,,
2016-12-19T12:49:09Z,50.370331,3.466462,99.18895864557294,8.0,,0.0,9,gps,1.2,2.0,2.3,47.3,,,
2016-12-19T12:49:10Z,50.370333,3.466455,97.94509280068216,8.0,,1.0447546,12,gps,1.0,1.5,1.8,47.3,,,
2016-12-19T12:49:12Z,50.370298,3.466484,96.61465780577407,6.0,156.9519,3.5764973,13,gps,0.9,1.3,1.6,47.3,,,
2016-12-19T12:49:14Z,50.370233,3.466509,96.01328974356038,6.0,162.79987,4.650951,13,gps,0.9,1.4,1.7,47.3,,,
2016-12-19T12:49:16Z,50.370127,3.466549,95.72645686495918,6.0,165.59648,5.3988776,13,gps,1.0,1.4,1.7,47.3,,,
2016-12-19T12:49:18Z,50.370027,3.466578,94.32021857108171,6.0,172.32625,4.661691,16,gps,1.0,1.6,1.9,47.3,,,
2016-12-19T12:49:20Z,50.369939,3.466583,93.51840398208653,6.0,170.33298,3.9480536,16,gps,0.6,1.9,2.3,47.3,,,
2016-12-19T12:49:22Z,50.369873,3.466597,93.01416829474631,6.0,171.21434,3.524343,17,gps,1.0,1.2,1.5,47.3,,,
2016-12-19T12:49:24Z,50.369821,3.466578,92.37862241758356,4.0,224.38556,2.7592368,17,gps,0.9,1.5,1.7,47.3,,,
2016-12-19T12:49:26Z,50.369794,3.466492,92.32294731912009,4.0,252.64023,3.1638222,17,gps,1.0,1.4,1.7,47.3,,,
2016-12-19T12:49:28Z,50.369782,3.466361,92.02945691546273,4.0,261.84863,4.903399,17,gps,0.9,1.4,1.7,47.3,,,
2016-12-19T12:49:30Z,50.369766,3.466167,91.70832538432086,4.0,263.46024,6.678153,17,gps,0.8,1.3,1.5,47.3,,,
2016-12-19T12:49:32Z,50.369750,3.465965,91.74897151247819,6.0,266.91504,6.7591763,19,gps,0.6,1.5,1.7,47.3,,,
2016-12-19T12:49:34Z,50.369738,3.465760,91.96212228638927,6.0,263.05255,6.8741927,19,gps,0.6,1.4,1.8,47.3,,,
2016-12-19T12:49:36Z,50.369719,3.465570,91.98214066420284,4.0,263.0922,6.9495993,20,gps,0.4,1.4,1.7,47.3,,,
2016-12-19T12:49:38Z,50.369702,3.465353,91.73027944569131,4.0,262.10428,7.8079495,20,gps,0.9,1.3,1.6,47.3,,,
2016-12-19T12:49:40Z,50.369681,3.465111,91.40634076189312,4.0,261.30667,8.694278,20,gps,0.9,1.3,1.6,47.3,,,
2016-12-19T12:49:42Z,50.369667,3.464860,91.02771626165013,4.0,262.8932,8.962954,18,gps,0.9,1.4,1.6,47.3,,,IN_VEHICLE
2016-12-19T12:49:44Z,50.369651,3.464610,90.56687876071372,4.0,263.27957,8.866088,19,gps,0.4,1.4,1.7,47.3,,,
2016-12-19T12:49:46Z,50.369624,3.464357,90.1539231411903,4.0,260.838,9.146003,18,gps,0.9,1.4,1.7,47.3,,,IN_VEHICLE
2016-12-19T12:49:48Z,50.369597,3.464090,89.68886859675463,4.0,262.8195,9.6349125,19,gps,0.9,1.5,1.8,47.3,,,
2016-12-19T12:49:50Z,50.369573,3.463806,89.23924907213649,4.0,264.7375,10.132254,19,gps,0.8,1.4,1.6,47.3,,,
2016-12-19T12:49:52Z,50.369558,3.463511,89.01590356033115,4.0,265.12952,10.528604,18,gps,0.8,1.4,1.7,47.3,,,
2016-12-19T12:49:54Z,50.369562,3.463199,88.90712127191995,4.0,268.8623,11.340645,18,gps,0.4,1.5,1.8,47.3,,,
2016-12-19T12:49:56Z,50.369560,3.462865,88.89115769008536,4.0,268.91263,12.014666,16,gps,0.9,1.8,2.0,47.3,,,IN_VEHICLE
2016-12-19T12:49:58Z,50.369547,3.462524,88.92510755200001,4.0,256.93472,12.169091,17,gps,0.9,1.4,1.7,47.3,,,
2016-12-19T12:50:00Z,50.369462,3.462212,88.90087271037032,4.0,243.91437,12.153482,18,gps,0.9,1.4,1.7,47.3,,,IN_VEHICLE
2016-12-19T12:50:02Z,50.369372,3.461924,88.79981247280193,4.0,243.56918,11.148111,18,gps,0.8,1.2,1.4,47.3,,,
2016-12-19T12:50:04Z,50.369289,3.461652,88.47706995833249,4.0,239.34595,10.292522,17,gps,0.9,1.4,1.7,47.3,,,
2016-12-19T12:50:06Z,50.369217,3.461412,88.2572438757008,4.0,241.65628,9.167363,18,gps,1.0,1.5,1.9,47.3,,,IN_VEHICLE
2016-12-19T12:50:08Z,50.369142,3.461178,88.068790019417,6.0,251.16687,9.165384,19,gps,1.0,1.6,1.9,47.3,,,
2016-12-19T12:50:10Z,50.369100,3.460932,87.7752471625794,6.0,271.6226,8.86569,20,gps,1.2,1.5,1.9,47.3,,,
2016-12-19T12:50:12Z,50.369128,3.460694,87.45053163784559,6.0,291.85193,8.599993,21,gps,0.8,1.2,1.5,47.3,,,
2016-12-19T12:50:14Z,50.369218,3.460477,87.41981376384707,6.0,302.2084,9.409553,21,gps,0.6,1.1,1.5,47.3,,,
2016-12-19T12:50:16Z,50.369325,3.460253,87.44423906099742,6.0,299.57272,9.671721,20,gps,1.0,1.8,2.1,47.3,,,IN_VEHICLE
2016-12-19T12:50:18Z,50.369420,3.460027,87.69924248375918,6.0,300.58762,9.467484,18,gps,1.1,1.9,2.2,47.3,,,
2016-12-19T12:50:20Z,50.369501,3.459801,87.8072332003253,6.0,293.72577,9.0747,19,gps,0.8,1.1,1.3,47.3,,,
2016-12-19T12:50:22Z,50.369564,3.459584,87.84535353107167,4.0,293.31482,8.485341,18,gps,0.4,1.0,1.3,47.3,,,
2016-12-19T12:50:24Z,50.369617,3.459367,87.79155223892464,4.0,282.1833,8.417359,19,gps,0.7,1.0,1.2,47.3,,,
2016-12-19T12:50:26Z,50.369646,3.459121,87.57417632158186,4.0,281.90155,8.731298,20,gps,0.8,1.3,1.6,47.3,,,IN_VEHICLE
2016-12-19T12:50:28Z,50.369656,3.458882,87.37288569417831,4.0,280.28543,8.0713625,21,gps,0.4,1.1,1.3,47.3,,,
2016-12-19T12:50:30Z,50.369671,3.458671,87.22182001262105,4.0,280.90265,7.5695643,17,gps,0.9,1.6,1.8,47.3,,,IN_VEHICLE
2016-12-19T12:50:32Z,50.369686,3.458466,87.07380243760056,4.0,279.27612,7.2277822,18,gps,0.9,1.2,1.5,47.3,,,
2016-12-19T12:50:34Z,50.369701,3.458304,86.9027095390755,4.0,281.15207,5.561985,19,gps,1.0,1.6,1.9,47.3,,,
2016-12-19T12:50:36Z,50.369719,3.458202,86.89923199489033,4.0,316.0695,4.0576653,18,gps,0.9,1.6,1.9,47.3,,,IN_VEHICLE
2016-12-19T12:50:38Z,50.369777,3.458179,86.947550775774,4.0,17.230131,4.8732758,17,gps,0.9,1.2,1.5,47.3,,,
2016-12-19T12:50:40Z,50.369900,3.458268,86.86881297050073,6.0,31.530022,7.027531,18,gps,0.9,1.2,1.5,47.3,,,IN_VEHICLE
2016-12-19T12:50:42Z,50.370040,3.458419,86.57054607477205,6.0,32.923424,8.3109,19,gps,0.8,1.1,1.4,47.3,,,
2016-12-19T12:50:44Z,50.370188,3.458578,86.2262338237031,4.0,32.68311,8.681774,18,gps,0.4,1.2,1.4,47.3,,,
