time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid
2016-12-12T11:50:25Z,50.325465,3.516192,114.92643170904203,32.0,309.08585,0.10000089,0,gps,3.2,6.0,6.7,47.3,,
2016-12-12T11:50:28Z,50.325328,3.516106,126.18649789599026,24.0,55.28254,0.035097063,0,gps,99.0,99.0,140.0,47.3,,
2016-12-12T11:50:30Z,50.325251,3.516015,139.57933687655486,12.0,,0.0,12,gps,1.0,1.7,2.0,47.3,,
2016-12-12T11:50:33Z,50.325251,3.516016,140.34587813946666,12.0,,0.0,20,gps,0.8,1.2,1.4,47.3,,
2016-12-12T11:50:35Z,50.325253,3.516010,139.89947092691406,8.0,,0.0,20,gps,1.0,1.4,1.7,47.3,,
2016-12-12T11:50:37Z,50.325252,3.516008,139.1206319565052,8.0,,0.0,20,gps,0.8,1.3,1.5,47.3,,
2016-12-12T11:50:39Z,50.325238,3.516012,138.31005781220296,12.0,,1.014881,21,gps,0.8,1.7,1.9,47.3,,
2016-12-12T11:50:41Z,50.325224,3.516022,137.62432162481855,12.0,138.28151,0.0,20,gps,0.7,1.2,1.4,47.3,,
2016-12-12T11:50:43Z,50.325221,3.516027,137.16417615231006,8.0,127.90613,0.45662373,20,gps,0.7,1.2,1.4,47.3,,
2016-12-12T11:50:45Z,50.325233,3.516031,134.26805702233295,8.0,98.78127,0.89926946,20,gps,0.8,1.3,1.5,47.3,,
2016-12-12T11:50:47Z,50.325242,3.516061,132.85362125309032,8.0,79.649284,0.0,21,gps,0.8,1.2,1.4,47.3,,
2016-12-12T11:50:49Z,50.325248,3.516065,133.12282021833488,8.0,79.649284,0.0,21,gps,0.8,1.5,1.7,47.3,,
2016-12-12T11:50:51Z,50.325248,3.516080,134.21880676680766,8.0,153.94171,0.90507764,21,gps,0.7,1.1,1.3,47.3,,
2016-12-12T11:50:53Z,50.325218,3.516145,135.86048305456376,8.0,97.641464,2.6030421,21,gps,0.7,1.2,1.4,47.3,,
2016-12-12T11:50:55Z,50.325224,3.516266,136.70423064714078,8.0,79.68893,4.790002,21,gps,0.7,1.2,1.4,47.3,,
2016-12-12T11:50:57Z,50.325246,3.516441,138.0840193773506,8.0,79.60814,5.764967,21,gps,0.8,1.2,1.4,47.3,,
2016-12-12T11:50:59Z,50.325265,3.516618,138.73278595463228,8.0,110.4691,5.8841343,21,gps,0.7,1.2,1.4,47.3,,
2016-12-12T11:51:01Z,50.325208,3.516742,138.6151950508136,3.0,169.87732,5.0713744,21,gps,0.6,1.8,1.9,47.3,,
2016-12-12T11:51:03Z,50.325127,3.516782,138.7932905572021,3.0,143.40375,4.8182087,21,gps,0.7,1.2,1.4,47.3,,
2016-12-12T11:51:05Z,50.325100,3.516871,138.83951056834078,4.0,26.160532,4.576152,20,gps,0.7,1.3,1.5,47.3,,
2016-12-12T11:51:07Z,50.325184,3.516933,139.18915550118678,4.0,24.301922,4.676904,20,gps,0.9,1.1,1.4,47.3,,
