time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity
2016-12-21T11:10:51Z,50.325306,3.516266,81.66521405839929,24.0,136.46423,0.019147366,0,gps,,,,,,,IN_VEHICLE
2016-12-21T11:10:53Z,50.325372,3.516115,120.62008740671276,4.0,,0.0,10,gps,1.3,2.8,3.1,47.3,,,
2016-12-21T11:10:55Z,50.325380,3.516100,120.950080851968,4.0,,0.0,18,gps,0.8,1.3,1.5,47.3,,,
2016-12-21T11:10:57Z,50.325386,3.516089,121.83873293006509,4.0,,0.0,18,gps,0.8,1.2,1.5,47.3,,,
2016-12-21T11:10:59Z,50.325365,3.516109,121.55505561767076,4.0,,1.9321038,18,gps,0.8,1.5,1.7,47.3,,,
2016-12-21T11:11:01Z,50.325346,3.516223,118.89335706069193,4.0,81.10391,3.7465506,18,gps,0.9,1.3,1.5,47.3,,,TILTING
2016-12-21T11:11:03Z,50.325355,3.516389,119.4239646492366,4.0,81.7789,5.308567,20,gps,0.4,1.3,1.5,47.3,,,
2016-12-21T11:11:05Z,50.325357,3.516567,117.71914841025136,4.0,102.958626,5.6280136,20,gps,0.9,1.3,1.5,47.3,,,
2016-12-21T11:11:07Z,50.325309,3.516712,117.20289742453689,4.0,156.051,5.215303,20,gps,0.8,1.1,1.4,47.3,,,
2016-12-21T11:11:09Z,50.325204,3.516744,117.13168295064949,4.0,171.36806,5.072481,20,gps,0.8,1.3,1.5,47.3,,,
2016-12-21T11:11:11Z,50.325122,3.516801,117.06168382148931,4.0,105.29741,4.7444816,20,gps,0.9,1.2,1.5,47.3,,,
2016-12-21T11:11:13Z,50.325157,3.516925,116.05695995345883,4.0,16.43605,5.152637,19,gps,0.8,1.2,1.4,47.3,,,
2016-12-21T11:11:15Z,50.325317,3.517028,115.39948773039328,4.0,21.214037,8.51289,19,gps,0.9,1.5,1.8,47.3,,,
2016-12-21T11:11:17Z,50.325527,3.517170,115.26080836668675,6.0,20.37337,10.683561,19,gps,0.8,1.6,1.8,47.3,,,
2016-12-21T11:11:19Z,50.325738,3.517281,115.17719631668066,6.0,17.305271,12.225313,18,gps,1.0,1.7,2.0,47.3,,,
2016-12-21T11:11:21Z,50.325977,3.517386,115.10375718805949,4.0,11.753131,13.481658,18,gps,1.0,1.4,1.7,47.3,,,
2016-12-21T11:11:23Z,50.326251,3.517457,114.87513721750956,4.0,6.3790383,14.0021305,18,gps,1.0,1.5,1.8,47.3,,,IN_VEHICLE
2016-12-21T11:11:25Z,50.326494,3.517510,114.72725965777173,4.0,17.732098,13.05805,18,gps,0.9,1.5,1.8,47.3,,,
2016-12-21T11:11:27Z,50.326710,3.517601,114.73335307639152,6.0,3.897405,12.138394,18,gps,0.9,1.4,1.7,47.3,,,
2016-12-21T11:11:29Z,50.326918,3.517614,114.38740732618001,6.0,356.49203,11.378468,19,gps,0.9,1.7,1.9,47.3,,,
2016-12-21T11:11:31Z,50.327068,3.517549,113.95065826559747,6.0,341.69427,9.012721,20,gps,1.0,1.8,2.1,47.3,,,
2016-12-21T11:11:33Z,50.327204,3.517451,114.08077559575696,4.0,340.38055,8.571431,20,gps,0.8,1.6,1.8,47.3,,,
2016-12-21T11:11:35Z,50.327351,3.517340,114.67225304892226,4.0,339.61795,9.049728,20,gps,0.9,1.3,1.6,47.3,,,
2016-12-21T11:11:37Z,50.327498,3.517225,115.17503743814223,4.0,334.7042,9.12413,20,gps,0.4,1.3,1.5,47.3,,,
2016-12-21T11:11:39Z,50.327622,3.517064,115.44547066462695,4.0,303.6153,9.375872,20,gps,0.8,1.2,1.5,47.3,,,
2016-12-21T11:11:41Z,50.327697,3.516820,115.5885303739291,4.0,312.08777,9.228445,20,gps,0.8,1.3,1.5,47.3,,,IN_VEHICLE
2016-12-21T11:11:43Z,50.327801,3.516631,115.64105917563157,4.0,324.5461,8.709589,20,gps,0.7,1.2,1.4,47.3,,,
