time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity
2016-12-21T12:43:54Z,50.370381,3.466108,85.94281382517192,32.0,29.610188,1.0583107,8,gps,1.3,1.7,2.2,47.3,,,IN_VEHICLE
2016-12-21T12:43:56Z,50.370333,3.466262,65.35230221001243,8.0,,0.0,8,gps,1.3,1.7,2.2,47.3,,,
2016-12-21T12:43:57Z,50.370327,3.466247,65.2827056199141,8.0,,0.0,10,gps,1.1,1.6,2.0,47.3,,,
2016-12-21T12:43:59Z,50.370306,3.466249,64.20327940142043,8.0,,2.525235,10,gps,2.0,2.4,3.2,47.3,,,
2016-12-21T12:44:01Z,50.370218,3.466292,65.66012661432042,6.0,168.85817,4.790372,10,gps,1.1,1.6,2.0,47.3,,,
2016-12-21T12:44:03Z,50.370100,3.466349,66.96183386931426,8.0,160.58334,6.1892366,13,gps,1.1,1.6,2.0,47.3,,,IN_VEHICLE
2016-12-21T12:44:05Z,50.369960,3.466430,62.89162280509618,8.0,170.61153,7.657574,14,gps,1.3,1.5,2.0,47.3,,,
2016-12-21T12:44:07Z,50.369825,3.466459,62.14760073576332,6.0,172.90631,6.774194,12,gps,1.0,1.4,1.7,47.3,,,
2016-12-21T12:44:09Z,50.369753,3.466475,63.054649936458645,6.0,169.40775,3.8499384,12,gps,1.0,1.4,1.7,47.3,,,IN_VEHICLE
2016-12-21T12:44:11Z,50.369732,3.466479,63.7979251564654,6.0,214.31622,2.8334618,14,gps,1.0,1.4,1.7,47.3,,,
2016-12-21T12:44:13Z,50.369714,3.466433,64.53231503259093,6.0,260.47327,4.0447316,14,gps,1.0,1.4,1.7,47.3,,,IN_VEHICLE
2016-12-21T12:44:15Z,50.369718,3.466303,65.48416023376186,6.0,263.764,5.098461,14,gps,0.9,1.3,1.6,47.3,,,
2016-12-21T12:44:17Z,50.369728,3.466137,66.06020244911123,6.0,262.69263,6.8979573,16,gps,1.2,1.1,1.7,47.3,,,IN_VEHICLE
2016-12-21T12:44:19Z,50.369724,3.465911,68.25452521167122,4.0,262.12384,7.7432218,16,gps,0.9,1.4,1.7,47.3,,,
2016-12-21T12:44:21Z,50.369722,3.465714,68.2921655472174,4.0,262.59625,6.821791,18,gps,0.4,1.4,1.6,47.3,,,IN_VEHICLE
2016-12-21T12:44:23Z,50.369724,3.465553,68.32468268571486,4.0,267.7935,6.653576,17,gps,0.9,1.2,1.5,47.3,,,
2016-12-21T12:44:25Z,50.369724,3.465323,68.53665943392019,4.0,263.36667,8.702696,17,gps,0.9,1.4,1.7,47.3,,,
2016-12-21T12:44:27Z,50.369711,3.465058,68.79938617541177,4.0,262.96136,9.55486,16,gps,0.9,1.4,1.7,47.3,,,IN_VEHICLE
2016-12-21T12:44:29Z,50.369698,3.464780,69.22470460674707,4.0,263.30664,9.95089,17,gps,0.9,1.1,1.4,47.3,,,
2016-12-21T12:44:31Z,50.369685,3.464495,69.52671431131357,4.0,263.25305,10.298693,17,gps,0.9,1.4,1.7,47.3,,,IN_VEHICLE
2016-12-21T12:44:33Z,50.369664,3.464175,69.66367343992513,4.0,261.84473,11.437532,18,gps,0.4,1.3,1.6,47.3,,,
2016-12-21T12:44:35Z,50.369634,3.463835,69.70808418660732,4.0,265.0075,12.102619,17,gps,0.9,1.4,1.7,47.3,,,IN_VEHICLE
2016-12-21T12:44:37Z,50.369624,3.463480,69.59244646722456,4.0,268.9876,12.659754,17,gps,0.9,1.4,1.7,47.3,,,
2016-12-21T12:44:39Z,50.369616,3.463113,69.56353057032888,4.0,269.04062,13.058305,15,gps,0.9,1.5,1.7,47.3,,,
2016-12-21T12:44:41Z,50.369610,3.462737,69.46489082769344,4.0,265.22098,13.131994,15,gps,0.4,1.4,1.7,47.3,,,IN_VEHICLE
2016-12-21T12:44:43Z,50.369557,3.462388,69.38607648137847,4.0,245.78192,12.826391,15,gps,0.4,1.4,1.7,47.3,,,
2016-12-21T12:44:45Z,50.369458,3.462053,69.06554620080671,4.0,241.85722,12.737351,15,gps,0.4,1.5,1.7,47.3,,,IN_VEHICLE
2016-12-21T12:44:47Z,50.369350,3.461747,68.5333728583097,6.0,239.45244,12.180094,15,gps,0.9,1.3,1.6,47.3,,,
2016-12-21T12:44:49Z,50.369240,3.461467,67.52768992680599,4.0,239.76576,11.5090475,15,gps,0.4,1.8,2.1,47.3,,,IN_VEHICLE
2016-12-21T12:44:51Z,50.369164,3.461179,66.67015933720411,4.0,260.11737,11.049478,16,gps,0.9,1.3,1.6,47.3,,,
2016-12-21T12:44:53Z,50.369161,3.460863,65.71714429185285,4.0,284.5232,11.081272,16,gps,0.9,1.4,1.7,47.3,,,IN_VEHICLE
2016-12-21T12:44:55Z,50.369240,3.460568,64.71513824690854,4.0,298.49158,11.499989,17,gps,0.9,1.3,1.5,47.3,,,
2016-12-21T12:44:57Z,50.369360,3.460270,64.23273199171243,4.0,297.97083,11.960609,17,gps,1.0,1.2,1.5,47.3,,,
2016-12-21T12:44:59Z,50.369467,3.459982,64.10615554594331,4.0,301.15677,11.186443,17,gps,0.9,1.3,1.6,47.3,,,IN_VEHICLE
2016-12-21T12:45:01Z,50.369556,3.459737,64.45588413885166,4.0,295.99982,9.922809,17,gps,0.9,1.3,1.6,47.3,,,
2016-12-21T12:45:03Z,50.369617,3.459491,65.01438633024435,4.0,285.52945,9.412583,17,gps,0.9,1.2,1.5,47.3,,,IN_VEHICLE
2016-12-21T12:45:05Z,50.369646,3.459227,65.81330093555374,4.0,282.64255,9.38513,18,gps,0.8,1.1,1.3,47.3,,,
2016-12-21T12:45:07Z,50.369680,3.458988,66.36024929664804,4.0,282.18277,8.492091,18,gps,0.4,1.1,1.4,47.3,,,IN_VEHICLE
2016-12-21T12:45:09Z,50.369705,3.458777,66.61950347330263,4.0,281.80408,7.664475,17,gps,0.4,1.3,1.5,47.3,,,
2016-12-21T12:45:11Z,50.369724,3.458584,66.8228658932933,4.0,280.63007,6.859243,15,gps,0.9,1.5,1.7,47.3,,,IN_VEHICLE
2016-12-21T12:45:13Z,50.369741,3.458421,66.86410872227619,4.0,280.64822,5.599427,15,gps,0.4,1.2,1.5,47.3,,,
2016-12-21T12:45:15Z,50.369754,3.458298,66.85291593047826,4.0,278.24506,4.5453057,16,gps,0.4,1.2,1.6,47.3,,,
